price,area,type,road_width,width,floors,parking_slots,bedrooms,district_Quận Cầu Giấy,district_Quận Tây Hồ,district_Quận Đống Đa,district_Quận Ba Đình,district_Quận Hai Bà Trưng,district_Quận Thanh Xuân,district_Quận Nam Từ Liêm,district_Quận Hà Đông,district_Quận Long Biên,district_Quận Bắc Từ Liêm,district_Quận Hoàng Mai
7.3,80.0,0,3.0,9.0,4.0,0,6.0,0,0,0,1,0,0,0,0,0,0,0
11.0,55.0,1,21.0,6.0,6.0,4,6.0,0,0,0,0,0,1,0,0,0,0,0
5.45,45.0,0,4.0,5.0,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
5.9,68.0,1,24.0,5.0,3.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
25.0,85.0,1,21.0,8.0,4.0,4,4.0,0,1,0,0,0,0,0,0,0,0,0
27.0,125.0,1,25.0,6.0,6.0,4,6.0,0,0,1,0,0,0,0,0,0,0,0
5.0,61.0,0,3.0,4.4,5.0,0,6.0,0,1,0,0,0,0,0,0,0,0,0
25.5,70.0,1,15.0,5.0,5.0,2,4.0,0,0,0,0,0,1,0,0,0,0,0
3.6,33.0,0,3.0,3.7,5.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
1.0,12.0,0,2.5,2.0,3.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0
8.0,50.0,1,11.0,5.0,5.0,4,5.0,0,0,0,0,0,1,0,0,0,0,0
5.85,41.0,0,2.0,5.0,6.0,0,4.0,0,0,0,1,0,0,0,0,0,0,0
3.0,35.0,0,2.5,3.0,4.0,0,3.0,0,0,0,0,0,0,0,0,0,1,0
5.6,40.0,0,5.0,3.5,5.0,0,5.0,0,0,0,0,0,0,0,1,0,0,0
4.5,40.0,0,3.0,3.5,5.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
5.4,45.0,0,5.0,3.0,5.0,1,3.0,0,0,0,0,0,0,0,1,0,0,0
5.59,46.0,0,4.0,5.0,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
7.5,50.0,1,8.0,4.0,3.0,0,3.0,0,0,0,0,0,0,1,0,0,0,0
5.8,37.0,0,2.5,3.1,4.0,0,4.0,0,0,0,1,0,0,0,0,0,0,0
5.45,45.0,0,4.0,5.0,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
25.0,88.0,1,30.0,3.4,6.0,0,6.0,1,0,0,0,0,0,0,0,0,0,0
12.0,42.0,1,10.0,3.6,5.0,2,3.0,1,0,0,0,0,0,0,0,0,0,0
4.7,53.0,0,3.0,3.5,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
3.5,35.0,0,3.0,3.0,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
3.7,35.0,0,3.0,3.5,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
15.0,40.0,1,10.0,4.5,5.0,1,4.0,0,0,0,1,0,0,0,0,0,0,0
9.0,53.0,0,5.0,4.0,6.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
9.0,52.0,0,5.0,4.0,6.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
16.5,51.0,0,7.0,4.1,5.0,1,4.0,0,0,0,0,0,0,1,0,0,0,0
19.0,45.0,1,36.0,5.0,5.0,3,4.0,1,0,0,0,0,0,0,0,0,0,0
7.65,33.0,1,8.0,3.0,6.0,1,3.0,0,0,0,0,0,0,1,0,0,0,0
18.6,65.0,1,5.0,4.3,8.0,1,4.0,0,0,0,0,0,0,0,0,1,0,0
49.5,135.0,1,15.0,8.5,8.0,4,3.0,0,0,0,0,1,0,0,0,0,0,0
8.6,38.0,0,4.0,4.1,6.0,1,4.0,0,0,0,0,1,0,0,0,0,0,0
4.35,45.0,0,3.0,3.6,3.0,0,3.0,0,0,0,0,0,0,0,0,0,1,0
6.7,42.0,0,5.0,3.5,6.0,2,4.0,0,0,0,0,0,0,0,0,1,0,0
5.25,35.0,0,3.0,3.1,5.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
17.0,85.0,1,8.0,5.0,5.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
18.0,60.0,1,3.0,5.0,4.0,1,3.0,0,0,1,0,0,0,0,0,0,0,0
6.7,42.0,0,5.0,3.5,6.0,1,4.0,0,0,0,0,0,0,0,0,1,0,0
32.0,90.0,1,10.0,5.0,6.0,2,4.0,0,0,0,0,0,0,0,0,1,0,0
3.3,35.0,0,3.5,3.8,5.0,0,4.0,0,0,0,0,0,0,1,0,0,0,0
2.65,35.0,0,3.0,5.0,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
7.45,51.0,1,9.0,5.8,4.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
3.99,32.0,0,3.0,3.2,4.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
3.1,25.0,0,4.0,3.0,4.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
5.8,44.0,0,3.0,4.5,4.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1
36.0,128.0,1,18.0,12.0,5.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
3.98,38.0,1,4.0,3.6,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
6.52,45.0,1,8.0,3.5,5.0,3,4.0,0,0,0,0,0,0,0,1,0,0,0
6.5,33.0,1,5.0,3.3,6.0,3,4.0,0,0,0,0,0,0,0,1,0,0,0
13.5,55.0,1,12.0,5.0,7.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
7.5,50.0,1,9.0,4.0,5.0,3,4.0,0,0,0,0,0,0,0,1,0,0,0
35.5,145.0,1,12.0,10.0,7.0,4,11.0,0,0,0,0,0,0,0,1,0,0,0
4.0,33.0,1,6.0,4.0,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
14.89,75.0,1,24.0,5.0,4.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
15.5,68.0,1,12.0,4.0,4.0,4,6.0,0,0,0,0,0,1,0,0,0,0,0
5.6,42.0,1,8.0,4.0,1.0,4,1.0,0,0,0,0,0,0,0,1,0,0,0
0.67,50.0,1,13.5,4.0,4.0,4,11.0,0,0,0,0,0,0,0,1,0,0,0
6.5,38.0,1,3.0,3.8,5.0,0,5.0,0,0,0,0,0,0,0,1,0,0,0
6.6,38.0,1,12.0,6.0,5.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
14.0,52.0,1,2.8,5.5,7.0,4,9.0,0,0,0,0,0,1,0,0,0,0,0
5.95,48.0,1,4.0,4.0,5.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
3.98,45.0,0,3.0,3.7,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
37.0,80.0,1,23.0,10.0,9.0,3,11.0,1,0,0,0,0,0,0,0,0,0,0
3.0,34.0,1,3.0,5.0,5.0,1,4.0,0,0,0,0,0,0,1,0,0,0,0
3.8,38.0,0,2.5,5.5,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
5.45,38.0,1,6.0,4.5,5.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
4.6,39.0,0,3.5,3.4,5.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
5.0,44.0,0,4.0,4.0,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
7.65,45.0,0,3.0,3.6,5.0,0,6.0,0,0,0,0,1,0,0,0,0,0,0
9.5,45.0,0,2.0,3.7,5.0,0,5.0,0,1,0,0,0,0,0,0,0,0,0
8.75,48.0,0,3.0,6.0,6.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
11.5,60.0,1,12.0,5.0,5.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
3.2,37.0,0,3.0,3.4,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.85,39.0,0,3.0,4.8,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.33,36.0,0,3.0,8.0,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
6.5,55.0,1,5.0,3.5,5.0,0,4.0,0,0,0,0,0,0,1,0,0,0,0
4.2,45.0,1,4.0,3.7,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
4.3,37.0,1,3.0,3.7,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
5.8,50.0,1,4.0,3.5,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
6.5,45.0,1,6.0,3.8,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.8,50.0,0,3.0,3.5,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
4.0,36.0,1,3.5,3.5,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.45,37.0,1,2.5,3.5,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
7.6,38.0,0,3.0,3.7,6.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
15.5,54.0,1,4.0,6.3,5.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
14.2,54.0,0,4.0,5.0,5.0,1,3.0,0,0,0,0,0,0,0,0,1,0,0
6.3,50.0,0,3.0,5.0,5.0,0,6.0,1,0,0,0,0,0,0,0,0,0,0
7.0,45.0,0,5.0,3.8,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
9.5,50.0,1,24.0,4.0,7.0,0,6.0,0,0,0,0,0,0,0,1,0,0,0
3.1,33.0,0,2.0,4.5,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
16.0,70.0,1,8.0,5.0,3.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
11.0,57.0,0,7.0,4.2,5.0,0,6.0,0,0,0,0,0,0,0,1,0,0,0
11.5,64.0,0,3.0,4.7,5.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
9.7,60.0,0,3.0,4.5,4.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0
9.85,60.0,0,4.0,5.0,5.0,1,4.0,0,0,0,0,0,0,0,0,1,0,0
7.1,68.0,0,3.0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,0,1,0,0
16.5,80.0,1,3.0,5.0,5.0,1,5.0,0,0,0,1,0,0,0,0,0,0,0
4.05,44.0,0,4.0,4.0,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
11.0,58.0,0,4.0,3.7,6.0,4,7.0,0,0,1,0,0,0,0,0,0,0,0
7.9,50.0,0,6.0,3.6,3.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
4.5,36.0,0,2.5,5.0,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
7.8,51.0,0,6.0,3.6,3.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
13.9,75.0,1,8.0,6.0,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
4.5,35.0,0,4.0,5.0,5.0,1,3.0,0,0,0,0,0,0,0,0,0,0,1
18.9,35.0,1,10.0,5.0,4.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
5.0,45.0,1,8.0,4.5,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.85,33.0,0,3.0,3.8,5.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
5.0,35.0,1,7.0,3.5,3.0,1,3.0,0,0,0,0,0,0,0,1,0,0,0
5.7,39.0,1,7.0,4.5,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
2.35,28.0,0,3.0,4.2,2.0,0,2.0,0,0,0,0,0,0,0,1,0,0,0
3.65,40.0,0,4.0,4.0,5.0,0,4.0,0,0,0,0,0,0,0,0,1,0,0
13.9,75.0,0,8.0,4.0,4.0,0,5.0,0,0,0,1,0,0,0,0,0,0,0
6.45,60.0,0,2.5,5.2,5.0,0,6.0,0,0,0,0,0,1,0,0,0,0,0
19.5,87.0,1,5.0,4.5,6.0,2,5.0,0,0,0,0,0,0,0,1,0,0,0
18.0,51.0,1,4.0,4.2,7.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
45.0,169.0,1,5.0,8.4,5.0,1,5.0,0,0,0,1,0,0,0,0,0,0,0
4.18,35.0,0,2.0,3.7,4.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1
3.5,33.0,0,3.0,4.3,5.0,0,6.0,0,0,0,0,0,1,0,0,0,0,0
5.5,53.0,0,4.0,3.2,4.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
5.7,45.0,0,3.0,3.5,5.0,0,5.0,0,0,0,0,0,0,0,0,0,1,0
5.35,50.0,0,4.0,3.4,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
28.0,120.0,1,30.0,9.0,5.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
4.95,38.0,0,3.0,3.6,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
4.8,40.0,0,8.0,3.5,3.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1
8.4,92.0,0,3.5,4.6,5.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
8.4,92.0,0,3.5,4.6,5.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
5.0,41.0,0,3.0,3.2,3.0,1,3.0,0,0,1,0,0,0,0,0,0,0,0
16.7,60.0,1,15.0,4.5,5.0,0,5.0,1,0,0,0,0,0,0,0,0,0,0
9.0,50.0,1,15.0,4.0,6.0,2,3.0,1,0,0,0,0,0,0,0,0,0,0
3.7,35.0,0,2.5,6.0,5.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
1.45,15.0,0,2.0,3.0,4.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
9.2,50.0,1,18.0,4.5,1.0,4,1.0,0,0,0,0,0,0,0,1,0,0,0
6.8,45.0,1,8.0,3.8,5.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
3.3,40.0,1,4.0,4.0,5.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
4.0,35.0,1,5.0,3.5,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
9.18,48.0,1,18.0,4.0,1.0,3,1.0,0,0,0,0,0,0,0,1,0,0,0
6.5,50.0,1,12.0,5.0,1.0,4,1.0,0,0,0,0,0,0,0,1,0,0,0
9.8,80.0,0,3.0,5.0,6.0,0,11.0,0,0,0,0,1,0,0,0,0,0,0
15.6,86.0,0,6.0,4.5,7.0,4,4.0,0,0,0,0,1,0,0,0,0,0,0
7.2,45.0,0,4.0,4.0,5.0,0,6.0,0,0,0,0,0,0,0,1,0,0,0
25.0,120.0,1,35.0,5.0,5.0,4,5.0,1,0,0,0,0,0,0,0,0,0,0
7.4,70.0,0,4.0,4.5,5.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
6.0,58.0,0,3.0,4.8,5.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
7.8,99.0,0,3.0,5.2,4.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
5.0,42.0,1,8.0,5.0,4.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
3.4,32.0,0,3.0,4.6,5.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
5.05,40.0,0,3.0,3.5,5.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
4.95,60.0,0,3.0,3.5,5.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
4.6,50.0,0,3.5,4.5,5.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
4.8,70.0,0,3.0,4.8,5.0,0,5.0,0,0,1,0,0,0,0,0,0,0,0
3.0,30.0,0,3.0,3.5,3.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
7.6,65.0,0,4.0,4.5,5.0,0,5.0,0,0,1,0,0,0,0,0,0,0,0
6.2,75.0,0,3.0,6.0,5.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
4.9,60.0,0,3.0,5.5,5.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
5.4,62.0,0,3.5,4.0,5.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
5.2,55.0,0,3.0,4.5,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
6.2,60.0,0,3.0,5.0,6.0,0,6.0,0,0,0,0,0,1,0,0,0,0,0
3.85,35.0,0,2.5,3.6,4.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
3.15,35.0,0,3.0,3.2,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1
30.0,50.0,1,20.0,5.0,5.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
4.2,42.0,0,3.0,6.0,4.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
11.9,64.0,0,5.0,5.0,6.0,2,3.0,0,0,0,0,1,0,0,0,0,0,0
3.9,38.0,0,3.0,3.5,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
36.0,130.0,1,20.0,5.0,5.0,1,4.0,0,0,0,0,1,0,0,0,0,0,0
4.0,35.0,0,2.7,3.9,5.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
10.0,80.0,1,5.0,5.0,6.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
8.0,60.0,0,3.0,4.5,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
24.0,80.0,0,6.0,5.0,5.0,1,6.0,1,0,0,0,0,0,0,0,0,0,0
10.0,60.0,0,5.0,5.0,5.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
9.0,50.0,0,4.0,4.5,5.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
14.7,39.0,1,11.0,4.0,4.0,1,3.0,0,0,1,0,0,0,0,0,0,0,0
40.0,129.0,0,6.0,6.0,9.0,4,11.0,1,0,0,0,0,0,0,0,0,0,0
6.6,35.0,1,4.0,3.5,5.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
3.2,35.0,0,3.0,3.5,5.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
15.0,60.0,1,35.0,10.0,6.0,4,4.0,0,0,0,0,0,0,0,0,0,1,0
6.4,56.0,0,2.0,4.0,3.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
3.5,34.0,0,4.0,4.0,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
30.0,70.0,1,30.0,4.5,5.0,1,6.0,1,0,0,0,0,0,0,0,0,0,0
50.0,100.0,1,30.0,6.2,8.0,4,6.0,1,0,0,0,0,0,0,0,0,0,0
20.0,100.0,1,20.0,8.0,3.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0
4.0,47.0,0,2.0,4.0,4.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
13.7,66.0,1,24.0,4.5,7.0,4,11.0,0,0,0,0,0,1,0,0,0,0,0
4.95,38.0,1,3.0,3.6,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
8.5,52.0,1,8.0,3.8,5.0,1,5.0,0,0,0,0,0,0,0,1,0,0,0
4.19,45.0,1,4.0,3.9,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
7.3,50.0,1,12.0,4.0,1.0,4,1.0,0,0,0,0,0,0,0,1,0,0,0
3.9,52.0,0,3.0,5.0,3.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0
34.0,36.0,1,30.0,4.2,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
25.5,90.0,1,20.0,9.0,7.0,0,6.0,0,1,0,0,0,0,0,0,0,0,0
18.0,68.0,1,20.0,6.0,6.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0
1.38,13.0,0,2.0,3.3,3.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0
5.2,51.0,0,2.0,5.0,5.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
8.8,60.0,1,10.0,5.8,3.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0
8.8,48.0,1,9.0,12.0,4.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
5.6,60.0,1,5.0,4.0,4.0,2,4.0,0,0,0,0,0,0,0,1,0,0,0
10.5,50.0,0,7.0,4.5,7.0,1,6.0,1,0,0,0,0,0,0,0,0,0,0
24.0,90.0,1,20.0,4.5,5.0,1,4.0,0,0,0,0,1,0,0,0,0,0,0
12.6,60.0,1,6.0,4.0,7.0,0,6.0,0,0,0,0,0,0,1,0,0,0,0
3.8,41.0,0,4.0,3.0,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
8.4,83.0,0,6.0,4.0,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
11.0,25.0,1,15.0,4.0,5.0,1,4.0,0,0,0,0,0,0,0,0,0,0,0
19.0,54.0,1,15.0,4.0,4.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
19.0,54.0,1,15.0,4.0,4.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
34.0,115.0,1,20.0,6.0,5.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0
45.0,125.0,1,15.0,10.0,7.0,0,10.0,0,1,0,0,0,0,0,0,0,0,0
15.0,60.0,1,15.0,5.5,7.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
10.0,46.0,1,15.0,9.0,5.0,0,4.0,0,0,0,1,0,0,0,0,0,0,0
12.5,62.0,1,20.0,5.0,4.0,0,4.0,0,0,0,1,0,0,0,0,0,0,0
12.0,72.0,0,12.0,6.5,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
40.0,88.0,1,40.0,6.0,5.0,0,6.0,1,0,0,0,0,0,0,0,0,0,0
11.9,50.0,1,40.0,4.2,5.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0
15.0,46.0,1,40.0,4.2,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0
17.0,66.0,1,6.0,6.0,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
20.0,110.0,0,7.0,10.0,4.0,3,6.0,1,0,0,0,0,0,0,0,0,0,0
16.0,110.0,1,40.0,5.0,4.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0
13.5,70.0,1,20.0,7.0,7.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
18.0,50.0,1,10.0,4.5,7.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
16.0,60.0,1,10.0,4.0,6.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
11.5,60.0,1,10.0,8.0,8.0,0,10.0,0,0,0,0,0,0,0,1,0,0,0
19.9,60.0,0,8.0,5.0,5.0,1,4.0,0,0,0,1,0,0,0,0,0,0,0
6.0,60.0,1,35.0,5.0,1.0,4,2.0,0,0,0,0,0,0,0,0,0,0,1
4.95,40.0,0,3.0,3.2,5.0,0,2.0,0,1,0,0,0,0,0,0,0,0,0
17.5,105.0,1,10.0,5.0,4.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
6.0,39.0,0,3.0,3.5,6.0,0,6.0,0,0,1,0,0,0,0,0,0,0,0
3.0,40.0,0,4.0,4.0,5.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1
12.0,43.0,1,10.0,4.0,7.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
6.0,40.0,0,5.0,4.0,5.0,1,3.0,0,0,1,0,0,0,0,0,0,0,0
13.8,65.0,1,10.0,12.5,5.0,4,6.0,0,0,0,0,0,0,0,1,0,0,0
1.38,13.0,0,2.0,3.3,3.0,1,2.0,0,0,0,0,1,0,0,0,0,0,0
39.0,195.0,1,10.0,5.0,6.0,4,5.0,1,0,0,0,0,0,0,0,0,0,0
2.6,65.0,0,5.0,5.0,8.0,1,8.0,1,0,0,0,0,0,0,0,0,0,0
6.0,46.0,0,4.0,5.0,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
12.5,52.0,0,6.0,4.0,7.0,4,5.0,0,0,1,0,0,0,0,0,0,0,0
11.8,65.0,1,10.0,15.0,5.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
22.5,100.0,1,10.0,10.0,8.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
5.45,40.0,1,10.0,3.5,5.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
8.0,45.0,1,17.0,4.0,6.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
4.0,40.0,0,5.0,5.0,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
8.8,45.0,0,10.0,4.4,4.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
10.5,45.0,0,10.0,3.8,5.0,0,5.0,1,0,0,0,0,0,0,0,0,0,0
15.0,68.0,0,15.0,5.0,4.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
3.8,30.0,0,10.0,5.0,5.0,0,4.0,0,0,0,0,0,0,0,0,0,1,0
45.0,100.0,1,20.0,4.5,6.0,1,8.0,0,0,0,0,1,0,0,0,0,0,0
4.36,60.0,0,3.5,6.0,3.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
28.9,58.0,1,20.0,5.0,6.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0
25.0,70.0,1,20.0,4.5,8.0,1,6.0,1,0,0,0,0,0,0,0,0,0,0
24.5,60.0,1,30.0,4.0,5.0,1,6.0,1,0,0,0,0,0,0,0,0,0,0
20.0,120.0,1,20.0,7.0,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
16.2,84.0,0,6.0,6.0,8.0,2,4.0,0,0,0,0,1,0,0,0,0,0,0
3.95,31.0,0,2.0,4.0,5.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
27.0,70.0,1,8.0,5.2,7.0,2,4.0,0,0,1,0,0,0,0,0,0,0,0
3.6,50.0,0,3.0,6.0,4.0,0,5.0,0,0,0,0,0,0,0,0,1,0,0
13.5,85.0,0,6.0,4.5,3.0,1,3.0,0,0,0,0,1,0,0,0,0,0,0
3.99,35.0,1,4.0,3.5,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
5.0,44.0,0,3.0,4.4,5.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
2.75,34.0,0,2.5,3.65,3.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
2.7,35.0,0,3.0,6.0,2.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
1.1,30.0,0,5.0,3.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1
41.5,68.0,1,20.0,5.2,7.0,0,6.0,0,0,0,0,1,0,0,0,0,0,0
25.5,93.0,1,10.0,7.8,9.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0
43.0,100.0,1,20.0,4.2,5.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2.45,99.0,0,5.0,10.0,5.0,0,3.0,0,1,0,0,0,0,0,0,0,0,0
12.6,50.0,1,13.0,4.0,6.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
2.76,35.0,0,2.0,3.5,4.0,4,3.0,0,0,0,0,0,0,0,1,0,0,0
4.2,45.0,0,3.0,4.0,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
0.8,30.0,0,4.0,3.0,2.0,4,1.0,0,0,0,0,0,0,0,0,0,0,1
21.8,174.0,1,15.0,3.2,1.0,4,1.0,0,0,0,0,0,0,0,1,0,0,0
13.2,50.0,0,4.0,4.0,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
3.68,28.0,1,6.0,3.6,4.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
25.0,95.0,1,10.0,6.0,5.0,1,4.0,0,0,0,0,1,0,0,0,0,0,0
22.0,60.0,1,10.0,4.5,5.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0
4.3,40.0,0,2.5,5.0,4.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
2.5,25.0,0,2.5,2.5,4.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
3.5,30.0,0,2.5,3.5,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
